time              Acceleration                 	Velocity                 Angel_Acceleration            	Angel_Velocity
0.9900s     (0.00000,1.57000,0.00000)    (0.00000,1.55430,0.00000)    (0.00000,0.00000,-0.01621)    (0.00000,0.00000,0.72927)
1.0000s     (0.00000,1.57000,0.00000)    (0.00000,1.57000,0.00000)    (0.00000,0.00000,-1.80301)    (0.00000,0.00000,0.71124)
1.0100s     (0.00000,1.57000,0.00000)    (0.00000,1.58570,0.00000)    (0.00000,0.00000,-2.95456)    (0.00000,0.00000,0.68169)
1.0200s     (0.00000,1.57000,0.00000)    (0.00000,1.60140,0.00000)    (0.00000,0.00000,-3.02154)    (0.00000,0.00000,0.65147)
1.0300s     (0.00000,1.57000,0.00000)    (0.00000,1.61710,0.00000)    (0.00000,0.00000,-1.94334)    (0.00000,0.00000,0.63204)
1.0400s     (0.00000,1.57000,0.00000)    (0.00000,1.63280,0.00000)    (0.00000,0.00000,-0.10299)    (0.00000,0.00000,0.63101)
1.0500s     (0.00000,1.57000,0.00000)    (0.00000,1.64850,0.00000)    (0.00000,0.00000,1.79399)    (0.00000,0.00000,0.64895)
1.0600s     (0.00000,1.57000,0.00000)    (0.00000,1.66420,0.00000)    (0.00000,0.00000,2.98510)    (0.00000,0.00000,0.67880)
1.0700s     (0.00000,1.57000,0.00000)    (0.00000,1.67990,0.00000)    (0.00000,0.00000,2.96207)    (0.00000,0.00000,0.70842)
1.0800s     (0.00000,1.57000,0.00000)    (0.00000,1.69560,0.00000)    (0.00000,0.00000,1.70029)    (0.00000,0.00000,0.72543)
1.0900s     (0.00000,1.57000,0.00000)    (0.00000,1.71130,0.00000)    (0.00000,0.00000,-0.29809)    (0.00000,0.00000,0.72245)
1.1000s     (0.00000,1.57000,0.00000)    (0.00000,1.72700,0.00000)    (0.00000,0.00000,-2.18485)    (0.00000,0.00000,0.70060)
1.1100s     (0.00000,1.57000,0.00000)    (0.00000,1.74270,0.00000)    (0.00000,0.00000,-3.11759)    (0.00000,0.00000,0.66942)
1.1200s     (0.00000,1.57000,0.00000)    (0.00000,1.75840,0.00000)    (0.00000,0.00000,-2.64480)    (0.00000,0.00000,0.64297)
1.1300s     (0.00000,1.57000,0.00000)    (0.00000,1.77410,0.00000)    (0.00000,0.00000,-0.94559)    (0.00000,0.00000,0.63352)
1.1400s     (0.00000,1.57000,0.00000)    (0.00000,1.78980,0.00000)    (0.00000,0.00000,1.21200)    (0.00000,0.00000,0.64564)
1.1500s     (0.00000,1.57000,0.00000)    (0.00000,1.80550,0.00000)    (0.00000,0.00000,2.80523)    (0.00000,0.00000,0.67369)
1.1600s     (0.00000,1.57000,0.00000)    (0.00000,1.82120,0.00000)    (0.00000,0.00000,3.04317)    (0.00000,0.00000,0.70412)
1.1700s     (0.00000,1.57000,0.00000)    (0.00000,1.83690,0.00000)    (0.00000,0.00000,1.77361)    (0.00000,0.00000,0.72186)
1.1800s     (0.00000,1.57000,0.00000)    (0.00000,1.85260,0.00000)    (0.00000,0.00000,-0.40158)    (0.00000,0.00000,0.71784)
1.1900s     (0.00000,1.57000,0.00000)    (0.00000,1.86830,0.00000)    (0.00000,0.00000,-2.38755)    (0.00000,0.00000,0.69397)
1.2000s     (0.00000,1.57000,0.00000)    (0.00000,1.88400,0.00000)    (0.00000,0.00000,-3.13798)    (0.00000,0.00000,0.66259)
1.2100s     (0.00000,1.57000,0.00000)    (0.00000,1.89970,0.00000)    (0.00000,0.00000,-2.21949)    (0.00000,0.00000,0.64039)
1.2200s     (0.00000,1.57000,0.00000)    (0.00000,1.91540,0.00000)    (0.00000,0.00000,-0.08918)    (0.00000,0.00000,0.63950)
